execution time,account,direction, qty ,security code,price,currency
9:41:13 AM,10047745,Buy,486,ABC US,28.08,USD
9:41:41 AM,10047745,Buy,303,ABC US,28.48,USD
9:42:17 AM,10047745,Buy,410,ABC US,28.74,USD
9:42:32 AM,10047745,Sell_long,468,ABC US,28.28,USD
9:42:44 AM,10047745,Buy,354,ABC US,28.01,USD
9:42:46 AM,10047745,Buy,271,ABC US,28.67,USD
9:42:48 AM,10047745,Sell_long,267,ABC US,28.99,USD
9:43:04 AM,10047745,Sell_long,319,ABC US,28.86,USD
9:43:20 AM,10047745,Sell_long,360,ABC US,28.82,USD
9:43:58 AM,10047745,Buy,280,ABC US,28.53,USD
9:44:20 AM,10047745,Buy,147,ABC US,28.96,USD
9:44:46 AM,10047745,Buy,240,ABC US,28.63,USD
9:44:54 AM,10047745,Sell_long,187,ABC US,28.4,USD
9:45:09 AM,10047745,Buy,327,ABC US,28.5,USD
9:45:14 AM,10047745,Sell_long,475,ABC US,28.47,USD
9:45:23 AM,10047745,Sell_long,221,ABC US,28.29,USD
9:45:35 AM,10047745,Buy,373,ABC US,28.85,USD
9:45:57 AM,10047745,Sell_long,330,ABC US,28.81,USD
9:46:02 AM,10047745,Sell_long,412,ABC US,28.03,USD
9:46:11 AM,10047745,Sell_long,132,ABC US,28.29,USD
9:46:43 AM,10047745,Buy,296,ABC US,28.47,USD
9:46:50 AM,10047745,Buy,239,ABC US,28.81,USD
9:47:17 AM,10047745,Buy,123,ABC US,28.73,USD
9:47:28 AM,10047745,Sell_long,308,ABC US,28.1,USD
9:47:29 AM,10047745,Sell_long,164,ABC US,28.92,USD
9:47:39 AM,10047745,Sell_short,424,ABC US,28.22,USD
9:47:50 AM,10047745,Buy,397,ABC US,28.28,USD
9:48:11 AM,10047745,Sell_long,365,ABC US,28.58,USD
9:48:14 AM,10047745,Buy,329,ABC US,28.51,USD
9:48:30 AM,10047745,Sell_short,404,ABC US,28.61,USD
9:48:31 AM,10047745,Sell_short,439,ABC US,28.78,USD
9:48:32 AM,10047745,Buy,283,ABC US,28.21,USD
9:48:34 AM,10047745,Sell_short,403,ABC US,28.17,USD
9:48:43 AM,10047745,Buy,239,ABC US,28.35,USD
9:48:43 AM,10047745,Sell_short,247,ABC US,28.77,USD
9:48:46 AM,10047745,Sell_short,235,ABC US,28.09,USD
9:49:46 AM,10047745,Sell_short,382,ABC US,28.43,USD
9:49:55 AM,10047745,Buy,353,ABC US,28.74,USD
9:50:32 AM,10047745,Sell_short,242,ABC US,28.31,USD
9:50:46 AM,10047745,Sell_short,474,ABC US,28.66,USD
9:50:54 AM,10047745,Buy,145,ABC US,28.64,USD
9:50:59 AM,10047745,Buy,419,ABC US,28.58,USD
9:51:03 AM,10047745,Sell_short,496,ABC US,28.73,USD
9:51:12 AM,10047745,Sell_short,151,ABC US,28.5,USD
9:51:15 AM,10047745,Buy,288,ABC US,28.8,USD
9:51:49 AM,10047745,Buy,228,ABC US,28.85,USD
9:51:56 AM,10047745,Sell_short,432,ABC US,28.44,USD
9:52:41 AM,10047745,Sell_short,477,ABC US,28.67,USD
9:52:54 AM,10047745,Sell_short,100,ABC US,28.33,USD
9:53:06 AM,10047745,Sell_short,210,ABC US,28.41,USD
9:53:11 AM,10047745,Buy,4000,ABC US,28.3,USD
9:53:19 AM,10047745,Sell_long,146,ABC US,28.1,USD
9:53:43 AM,10047745,Sell_long,436,ABC US,28.24,USD
9:53:44 AM,10047745,Buy,393,ABC US,28.1,USD
9:54:02 AM,10047745,Sell_long,152,ABC US,28.59,USD
9:54:12 AM,10047745,Sell_short,274,ABC US,28.77,USD
9:54:34 AM,10047745,Buy,231,ABC US,28.53,USD
9:54:54 AM,10047745,Buy,260,ABC US,28.18,USD
9:55:30 AM,10047745,Sell_long,273,ABC US,28.36,USD
9:56:04 AM,10047745,Sell_long,320,ABC US,28.39,USD
9:56:35 AM,10047745,Buy,437,ABC US,28.17,USD
9:57:03 AM,10047745,Sell_long,248,ABC US,28.35,USD
9:57:35 AM,10047745,Buy,451,ABC US,28.67,USD
9:57:38 AM,10047745,Buy,475,ABC US,28.84,USD
9:57:42 AM,10047745,Sell_long,161,ABC US,28.91,USD
9:58:07 AM,10047745,Sell_long,227,ABC US,28.42,USD
9:58:40 AM,10047745,Sell_long,226,ABC US,28.23,USD
9:58:52 AM,10047745,Sell_long,288,ABC US,28.94,USD
9:58:54 AM,10047745,Buy,415,ABC US,28.34,USD
9:59:13 AM,10047745,Sell_long,466,ABC US,28.7,USD
9:59:14 AM,10047745,Sell_long,420,ABC US,28.99,USD
9:59:33 AM,10047745,Sell_long,254,ABC US,28.73,USD
9:59:57 AM,10047745,Buy,131,ABC US,28.95,USD
10:00:04 AM,10047745,Buy,441,ABC US,28.37,USD
10:00:46 AM,10047745,Sell_long,361,ABC US,28.31,USD
10:00:48 AM,10047745,Buy,432,ABC US,28.9,USD
10:00:54 AM,10047745,Buy,325,ABC US,28.06,USD
10:01:09 AM,10047745,Sell_long,283,ABC US,28.4,USD
10:01:14 AM,10047745,Buy,376,ABC US,28.29,USD
10:01:34 AM,10047745,Buy,359,ABC US,28.88,USD
10:01:35 AM,10047745,Sell_long,291,ABC US,28.44,USD
10:01:38 AM,10047745,Sell_long,164,ABC US,28.9,USD
10:02:00 AM,10047745,Sell_long,354,ABC US,28.55,USD
10:02:41 AM,10047745,Sell_long,406,ABC US,29,USD
10:02:51 AM,10047745,Buy,279,ABC US,28.15,USD
10:03:01 AM,10047745,Sell_long,470,ABC US,28.02,USD
10:03:13 AM,10047745,Sell_long,195,ABC US,28.28,USD
10:03:21 AM,10047745,Sell_short,444,ABC US,28.66,USD
10:03:25 AM,10047745,Buy,127,ABC US,28.03,USD
10:03:41 AM,10047745,Sell_short,307,ABC US,28.79,USD
10:04:11 AM,10047745,Sell_short,306,ABC US,28.5,USD
10:04:37 AM,10047745,Sell_short,243,ABC US,28.03,USD
10:04:56 AM,10047745,Buy,122,ABC US,28.08,USD
10:05:29 AM,10047745,Buy,379,ABC US,28.76,USD
10:05:42 AM,10047745,Sell_short,221,ABC US,28.72,USD
10:05:43 AM,10047745,Sell_short,280,ABC US,28.79,USD
10:05:47 AM,10047745,Sell_short,305,ABC US,28.24,USD
10:05:51 AM,10047745,Buy,282,ABC US,28.11,USD
10:05:54 AM,10047745,Sell_short,149,ABC US,28.9,USD
10:06:24 AM,10047745,Sell_short,316,ABC US,28.64,USD
10:06:58 AM,10047745,Sell_short,432,ABC US,28.31,USD
10:07:06 AM,10047745,Sell_short,321,ABC US,28.15,USD
10:07:12 AM,10047745,Sell_short,251,ABC US,28.5,USD
10:07:21 AM,10047745,Buy,177,ABC US,28.72,USD
10:07:21 AM,10047745,Sell_short,351,ABC US,28.44,USD
10:07:23 AM,10047745,Sell_short,437,ABC US,28.25,USD
10:07:49 AM,10047745,Sell_short,362,ABC US,28.78,USD
10:07:50 AM,10047745,Buy,297,ABC US,28.57,USD
10:07:54 AM,10047745,Sell_short,188,ABC US,28.17,USD
10:08:00 AM,10047745,Sell_short,382,ABC US,28.35,USD
10:08:44 AM,10047745,Buy,195,ABC US,28.76,USD
10:08:47 AM,10047745,Buy,132,ABC US,28.07,USD
10:08:57 AM,10047745,Sell_short,328,ABC US,28.59,USD
10:09:03 AM,10047745,Buy,219,ABC US,28.73,USD
10:09:17 AM,10047745,Buy,370,ABC US,28.16,USD
10:09:29 AM,10047745,Buy,434,ABC US,28.38,USD
10:09:33 AM,10047745,Buy,173,ABC US,28.73,USD
10:09:37 AM,10047745,Buy,440,ABC US,28.5,USD
10:09:44 AM,10047745,Buy,156,ABC US,28.37,USD
10:09:54 AM,10047745,Sell_short,477,ABC US,28.76,USD
10:10:11 AM,10047745,Buy,201,ABC US,28.79,USD
10:10:14 AM,10047745,Sell_short,163,ABC US,28.06,USD
10:11:09 AM,10047745,Sell_short,279,ABC US,28.76,USD
10:11:15 AM,10047745,Buy,313,ABC US,28.45,USD
10:11:17 AM,10047745,Sell_short,398,ABC US,28.6,USD
10:11:47 AM,10047745,Buy,340,ABC US,28.13,USD
10:12:14 AM,10047745,Buy,441,ABC US,28.42,USD
10:12:52 AM,10047745,Sell_short,346,ABC US,28.79,USD
10:12:54 AM,10047745,Sell_short,387,ABC US,28.55,USD
10:12:59 AM,10047745,Buy,406,ABC US,28.94,USD
10:13:42 AM,10047745,Buy,290,ABC US,28.93,USD
10:13:45 AM,10047745,Buy,259,ABC US,28.5,USD
10:13:58 AM,10047745,Buy,121,ABC US,28.87,USD
10:14:00 AM,10047745,Sell_short,472,ABC US,28.12,USD
10:14:00 AM,10047745,Sell_short,497,ABC US,28.98,USD
10:14:14 AM,10047745,Sell_short,296,ABC US,28.12,USD
10:14:22 AM,10047745,Sell_short,389,ABC US,28.39,USD
10:14:24 AM,10047745,Sell_short,474,ABC US,28.59,USD
10:14:35 AM,10047745,Buy,136,ABC US,28.17,USD
10:14:41 AM,10047745,Sell_short,364,ABC US,28.73,USD
10:15:15 AM,10047745,Sell_short,311,ABC US,28.59,USD
10:15:40 AM,10047745,Sell_short,430,ABC US,28.56,USD
10:15:58 AM,10047745,Buy,306,ABC US,28.97,USD
10:16:10 AM,10047745,Sell_short,474,ABC US,28.31,USD
10:16:38 AM,10047745,Sell_short,163,ABC US,28.7,USD
10:16:40 AM,10047745,Sell_short,429,ABC US,28.57,USD
10:16:40 AM,10047745,Sell_short,209,ABC US,28.22,USD
10:16:54 AM,10047745,Sell_short,361,ABC US,28.87,USD
10:16:56 AM,10047745,Sell_short,360,ABC US,28.47,USD
10:17:00 AM,10047745,Buy,492,ABC US,28.38,USD
10:17:11 AM,10047745,Sell_short,473,ABC US,28.46,USD
10:17:19 AM,10047745,Buy,176,ABC US,28.32,USD
10:17:24 AM,10047745,Buy,153,ABC US,28.55,USD
10:17:25 AM,10047745,Sell_short,164,ABC US,28.85,USD
10:17:29 AM,10047745,Buy,433,ABC US,28.87,USD
10:18:30 AM,10047745,Buy,269,ABC US,28.55,USD
10:20:43 AM,10047745,Sell_short,269,ABC US,28.2,USD
10:21:12 AM,10047745,Buy,406,ABC US,28.76,USD
10:21:53 AM,10047745,Sell_short,211,ABC US,28.2,USD
10:22:21 AM,10047745,Sell_short,451,ABC US,28.35,USD
10:22:25 AM,10047745,Buy,239,ABC US,28.67,USD
10:22:31 AM,10047745,Sell_short,449,ABC US,28.79,USD
10:22:41 AM,10047745,Sell_short,209,ABC US,28.13,USD
10:22:45 AM,10047745,Sell_short,498,ABC US,28.04,USD
10:23:21 AM,10047745,Buy,374,ABC US,28.34,USD
10:23:45 AM,10047745,Buy,493,ABC US,28.07,USD
10:23:57 AM,10047745,Sell_short,295,ABC US,28.4,USD
10:24:08 AM,10047745,Buy,492,ABC US,28,USD
10:24:14 AM,10047745,Buy,446,ABC US,28.44,USD
10:24:26 AM,10047745,Buy,165,ABC US,28.87,USD
10:24:38 AM,10047745,Buy,154,ABC US,28.72,USD
10:24:40 AM,10047745,Sell_short,484,ABC US,28.63,USD
10:24:44 AM,10047745,Buy,304,ABC US,28.81,USD
10:24:48 AM,10047745,Sell_short,157,ABC US,28.85,USD
10:24:55 AM,10047745,Sell_short,304,ABC US,28.31,USD
10:24:57 AM,10047745,Buy,6000,ABC US,28.37,USD
10:25:00 AM,10047745,Sell_short,394,ABC US,28.54,USD
10:25:13 AM,10047745,Buy,262,ABC US,28.16,USD
10:25:36 AM,10047745,Buy,191,ABC US,28.75,USD
10:25:56 AM,10047745,Sell_long,123,ABC US,28.76,USD
10:25:58 AM,10047745,Sell_long,164,ABC US,28.53,USD
10:25:59 AM,10047745,Sell_short,253,ABC US,28.3,USD
10:26:17 AM,10047745,Buy,244,ABC US,28.76,USD
10:26:51 AM,10047745,Buy,246,ABC US,28.2,USD
10:26:54 AM,10047745,Sell_short,423,ABC US,28.31,USD
10:27:12 AM,10047745,Buy,276,ABC US,28.95,USD
10:27:52 AM,10047745,Sell_short,365,ABC US,28.97,USD
10:28:22 AM,10047745,Sell_short,384,ABC US,28.85,USD
10:28:26 AM,10047745,Sell_short,131,ABC US,28.4,USD
10:28:31 AM,10047745,Sell_short,391,ABC US,28.61,USD
10:28:43 AM,10047745,Sell_short,345,ABC US,28.07,USD
10:28:48 AM,10047745,Sell_short,248,ABC US,28.21,USD
10:29:12 AM,10047745,Sell_short,477,ABC US,28.58,USD
10:29:13 AM,10047745,Sell_short,301,ABC US,28.69,USD
10:29:29 AM,10047745,Buy,177,ABC US,28.48,USD
10:29:56 AM,10047745,Buy,430,ABC US,28.71,USD
10:30:18 AM,10047745,Buy,303,ABC US,28.68,USD
10:30:28 AM,10047745,Sell_short,315,ABC US,28.92,USD
10:31:14 AM,10047745,Buy,297,ABC US,28.18,USD
10:31:19 AM,10047745,Sell_short,224,ABC US,28.88,USD
10:31:32 AM,10047745,Sell_short,252,ABC US,28.96,USD
10:31:41 AM,10047745,Buy,105,ABC US,28.77,USD
10:31:43 AM,10047745,Sell_short,247,ABC US,28.14,USD
10:31:45 AM,10047745,Sell_short,264,ABC US,28.21,USD
10:32:00 AM,10047745,Sell_short,378,ABC US,28.63,USD
10:32:07 AM,10047745,Buy,373,ABC US,28.31,USD
10:32:08 AM,10047745,Buy,247,ABC US,28.6,USD
10:32:12 AM,10047745,Buy,272,ABC US,28.52,USD
10:32:19 AM,10047745,Buy,499,ABC US,28.86,USD
10:32:25 AM,10047745,Buy,295,ABC US,28.6,USD
10:32:44 AM,10047745,Buy,210,ABC US,28.96,USD
10:32:45 AM,10047745,Sell_short,298,ABC US,28.35,USD
10:32:50 AM,10047745,Buy,292,ABC US,28.61,USD
10:33:30 AM,10047745,Sell_short,306,ABC US,28.55,USD
10:33:42 AM,10047745,Buy,164,ABC US,28.4,USD
10:34:00 AM,10047745,Buy,350,ABC US,28.62,USD
10:34:19 AM,10047745,Sell_short,471,ABC US,28.08,USD
10:34:27 AM,10047745,Sell_short,489,ABC US,28.49,USD
10:34:27 AM,10047745,Buy,476,ABC US,28.45,USD
10:35:05 AM,10047745,Buy,410,ABC US,28.38,USD
10:35:08 AM,10047745,Sell_long,156,ABC US,28.71,USD
10:35:26 AM,10047745,Sell_short,101,ABC US,28.79,USD
10:35:42 AM,10047745,Sell_short,167,ABC US,28.36,USD
10:35:51 AM,10047745,Sell_short,447,ABC US,28.63,USD
10:36:00 AM,10047745,Buy,185,ABC US,28.85,USD
10:36:36 AM,10047745,Buy,497,ABC US,28.66,USD
10:37:27 AM,10047745,Buy,455,ABC US,28.85,USD
10:37:28 AM,10047745,Sell_short,196,ABC US,28.16,USD
10:37:41 AM,10047745,Buy,290,ABC US,28.2,USD
10:37:47 AM,10047745,Sell_short,396,ABC US,28.88,USD
10:38:00 AM,10047745,Buy,315,ABC US,28.73,USD
10:38:25 AM,10047745,Buy,200,ABC US,28.97,USD
10:38:27 AM,10047745,Sell_short,160,ABC US,28.29,USD
10:38:32 AM,10047745,Sell_short,116,ABC US,28.52,USD
10:39:10 AM,10047745,Sell_short,404,ABC US,28.89,USD
10:39:36 AM,10047745,Buy,483,ABC US,28.45,USD
10:40:29 AM,10047745,Sell_short,179,ABC US,28.6,USD
10:40:36 AM,10047745,Sell_short,278,ABC US,28.41,USD
10:40:40 AM,10047745,Buy,414,ABC US,28.7,USD
10:40:41 AM,10047745,Sell_short,254,ABC US,28.65,USD
10:40:51 AM,10047745,Buy,276,ABC US,28.18,USD
10:41:25 AM,10047745,Sell_short,267,ABC US,28.25,USD
10:41:48 AM,10047745,Buy,172,ABC US,28.05,USD
10:42:14 AM,10047745,Sell_short,123,ABC US,28.35,USD
10:42:19 AM,10047745,Buy,333,ABC US,28.64,USD
10:42:21 AM,10047745,Sell_short,362,ABC US,28.74,USD
10:42:48 AM,10047745,Buy,406,ABC US,28.72,USD
10:43:09 AM,10047745,Buy,340,ABC US,28.39,USD
10:43:37 AM,10047745,Buy,378,ABC US,28.73,USD
10:43:43 AM,10047745,Sell_long,132,ABC US,28.13,USD
10:43:58 AM,10047745,Sell_short,347,ABC US,28.06,USD
10:44:11 AM,10047745,Sell_short,344,ABC US,28.2,USD
10:44:21 AM,10047745,Sell_short,156,ABC US,28.75,USD
10:44:38 AM,10047745,Buy,414,ABC US,28.92,USD
10:45:25 AM,10047745,Sell_short,236,ABC US,28.89,USD
10:45:36 AM,10047745,Sell_short,456,ABC US,28.34,USD
10:45:44 AM,10047745,Sell_short,240,ABC US,28.13,USD
10:45:55 AM,10047745,Buy,221,ABC US,28.95,USD
10:46:23 AM,10047745,Buy,168,ABC US,28.93,USD
10:46:34 AM,10047745,Buy,156,ABC US,28.97,USD
10:46:34 AM,10047745,Sell_short,199,ABC US,28.36,USD
10:47:24 AM,10047745,Buy,163,ABC US,28.29,USD
10:48:00 AM,10047745,Buy,144,ABC US,28.73,USD
10:48:12 AM,10047745,Buy,304,ABC US,28.6,USD
10:48:57 AM,10047745,Buy,185,ABC US,28.56,USD
10:49:08 AM,10047745,Buy,261,ABC US,28.57,USD
10:49:18 AM,10047745,Buy,478,ABC US,28.24,USD
10:49:26 AM,10047745,Buy,289,ABC US,28.48,USD
10:49:31 AM,10047745,Sell_long,190,ABC US,28.42,USD
10:49:59 AM,10047745,Sell_long,489,ABC US,28.92,USD
10:50:18 AM,10047745,Sell_short,406,ABC US,28.84,USD
10:50:26 AM,10047745,Sell_short,458,ABC US,28.62,USD
10:50:34 AM,10047745,Buy,312,ABC US,28.23,USD
10:50:50 AM,10047745,Sell_short,424,ABC US,28.66,USD
10:50:57 AM,10047745,Buy,174,ABC US,28.07,USD
10:51:05 AM,10047745,Sell_short,108,ABC US,28.34,USD
10:51:13 AM,10047745,Sell_short,106,ABC US,28.32,USD
10:51:56 AM,10047745,Sell_short,242,ABC US,28.59,USD
10:52:05 AM,10047745,Sell_short,315,ABC US,28.14,USD
10:52:44 AM,10047745,Sell_short,157,ABC US,28.77,USD
10:53:48 AM,10047745,Sell_short,184,ABC US,28.43,USD
10:53:58 AM,10047745,Sell_short,215,ABC US,28.3,USD
10:53:58 AM,10047745,Buy,329,ABC US,28.56,USD
10:54:04 AM,10047745,Buy,380,ABC US,28.8,USD
10:54:07 AM,10047745,Buy,224,ABC US,28.44,USD
10:54:09 AM,10047745,Buy,484,ABC US,28.67,USD
10:54:20 AM,10047745,Sell_short,157,ABC US,28.32,USD
10:54:39 AM,10047745,Buy,225,ABC US,28.27,USD
10:54:52 AM,10047745,Sell_short,421,ABC US,28.43,USD
10:54:59 AM,10047745,Sell_short,217,ABC US,28.48,USD
10:55:15 AM,10047745,Sell_short,241,ABC US,28.24,USD
10:55:37 AM,10047745,Buy,482,ABC US,28.43,USD
10:55:51 AM,10047745,Sell_short,215,ABC US,28.23,USD
10:56:01 AM,10047745,Sell_short,175,ABC US,28.18,USD
10:56:19 AM,10047745,Sell_short,296,ABC US,28.41,USD
10:56:23 AM,10047745,Sell_short,355,ABC US,28.24,USD
10:57:22 AM,10047745,Sell_short,305,ABC US,28.55,USD
10:57:24 AM,10047745,Sell_short,420,ABC US,28.5,USD
10:57:42 AM,10047745,Sell_long,105,ABC US,28.94,USD
10:57:44 AM,10047745,Sell_long,284,ABC US,28.18,USD
10:57:54 AM,10047745,Sell_long,321,ABC US,28.57,USD
10:58:19 AM,10047745,Buy,171,ABC US,28.29,USD
10:58:21 AM,10047745,Sell_short,343,ABC US,28.18,USD
10:58:41 AM,10047745,Buy,353,ABC US,28.65,USD
10:58:54 AM,10047745,Sell_short,133,ABC US,28.45,USD
10:59:29 AM,10047745,Buy,302,ABC US,28.64,USD
10:59:37 AM,10047745,Buy,458,ABC US,28.58,USD
10:59:57 AM,10047745,Buy,419,ABC US,28.67,USD
11:00:02 AM,10047745,Sell_short,209,ABC US,28.16,USD
11:00:11 AM,10047745,Buy,429,ABC US,28.37,USD
11:00:17 AM,10047745,Buy,449,ABC US,28.31,USD
11:00:34 AM,10047745,Buy,285,ABC US,28.1,USD
11:00:40 AM,10047745,Sell_short,307,ABC US,28.2,USD
11:00:56 AM,10047745,Sell_short,327,ABC US,28.96,USD
11:01:09 AM,10047745,Sell_short,193,ABC US,28.13,USD
11:01:21 AM,10047745,Sell_short,399,ABC US,28.96,USD
11:01:42 AM,10047745,Buy,216,ABC US,28.75,USD
11:02:08 AM,10047745,Sell_short,280,ABC US,28.61,USD
11:02:11 AM,10047745,Sell_short,134,ABC US,28.29,USD
11:02:45 AM,10047745,Buy,372,ABC US,28.42,USD
11:02:53 AM,10047745,Buy,393,ABC US,28.14,USD
11:02:53 AM,10047745,Sell_short,187,ABC US,28.02,USD
11:03:02 AM,10047745,Sell_short,165,ABC US,28.19,USD
11:03:39 AM,10047745,Sell_short,381,ABC US,28.59,USD
11:03:45 AM,10047745,Buy,195,ABC US,28.19,USD
11:03:47 AM,10047745,Sell_short,485,ABC US,28.78,USD
11:04:23 AM,10047745,Buy,354,ABC US,28.7,USD
11:04:25 AM,10047745,Buy,152,ABC US,28.73,USD
11:04:28 AM,10047745,Sell_short,141,ABC US,28.31,USD
11:04:34 AM,10047745,Sell_short,273,ABC US,28.99,USD
11:04:38 AM,10047745,Sell_short,144,ABC US,28.3,USD
11:04:57 AM,10047745,Sell_short,283,ABC US,28.27,USD
11:06:18 AM,10047745,Buy,189,ABC US,28.6,USD
11:06:24 AM,10047745,Sell_short,339,ABC US,28.83,USD
11:06:29 AM,10047745,Buy,404,ABC US,28.08,USD
11:06:41 AM,10047745,Buy,127,ABC US,28.52,USD
11:07:09 AM,10047745,Buy,351,ABC US,28.32,USD
11:07:13 AM,10047745,Buy,158,ABC US,28.3,USD
11:07:41 AM,10047745,Buy,341,ABC US,28.09,USD
11:07:41 AM,10047745,Sell_short,493,ABC US,28.23,USD
11:07:50 AM,10047745,Buy,416,ABC US,28.43,USD
11:08:14 AM,10047745,Buy,348,ABC US,28.22,USD
11:08:16 AM,10047745,Sell_short,482,ABC US,28.48,USD
11:08:16 AM,10047745,Buy,435,ABC US,28.14,USD
11:09:46 AM,10047745,Buy,224,ABC US,28.94,USD
11:10:01 AM,10047745,Buy,147,ABC US,28.37,USD
11:10:04 AM,10047745,Buy,299,ABC US,28.57,USD
11:10:10 AM,10047745,Sell_short,458,ABC US,28.57,USD
11:10:16 AM,10047745,Buy,230,ABC US,28.6,USD
11:10:19 AM,10047745,Buy,409,ABC US,28.11,USD
11:10:46 AM,10047745,Sell_short,462,ABC US,28.08,USD
11:10:57 AM,10047745,Buy,393,ABC US,28.97,USD
11:11:49 AM,10047745,Buy,367,ABC US,28.33,USD
11:12:03 AM,10047745,Sell_short,238,ABC US,28.52,USD
11:12:08 AM,10047745,Sell_short,367,ABC US,28.43,USD
11:12:24 AM,10047745,Sell_short,413,ABC US,28.91,USD
11:12:37 AM,10047745,Buy,453,ABC US,28.64,USD
11:12:58 AM,10047745,Sell_short,256,ABC US,28.41,USD
11:13:06 AM,10047745,Buy,236,ABC US,28.52,USD
11:13:13 AM,10047745,Buy,318,ABC US,28.65,USD
11:13:26 AM,10047745,Sell_short,173,ABC US,28.68,USD
11:13:33 AM,10047745,Sell_short,263,ABC US,28.4,USD
11:13:45 AM,10047745,Sell_short,326,ABC US,28.61,USD
11:13:46 AM,10047745,Buy,297,ABC US,28.04,USD
11:13:54 AM,10047745,Sell_short,323,ABC US,28.02,USD
11:14:10 AM,10047745,Buy,184,ABC US,28.08,USD
11:14:11 AM,10047745,Sell_short,115,ABC US,28.31,USD
11:14:16 AM,10047745,Buy,476,ABC US,28.18,USD
11:14:27 AM,10047745,Buy,294,ABC US,28.66,USD
11:14:27 AM,10047745,Sell_short,115,ABC US,28.45,USD
11:14:36 AM,10047745,Buy,400,ABC US,28.09,USD
11:14:40 AM,10047745,Buy,348,ABC US,28.97,USD
11:14:42 AM,10047745,Buy,224,ABC US,28.84,USD
11:15:20 AM,10047745,Sell_short,326,ABC US,28.44,USD
11:15:33 AM,10047745,Buy,357,ABC US,28.33,USD
11:15:44 AM,10047745,Sell_short,429,ABC US,28.38,USD
11:15:51 AM,10047745,Buy,291,ABC US,28.01,USD
11:16:00 AM,10047745,Buy,491,ABC US,28.21,USD
11:16:03 AM,10047745,Buy,272,ABC US,28.71,USD
11:16:12 AM,10047745,Sell_long,101,ABC US,28.85,USD
11:16:16 AM,10047745,Buy,208,ABC US,28.11,USD
11:16:48 AM,10047745,Sell_long,397,ABC US,28.16,USD
11:17:03 AM,10047745,Buy,200,ABC US,28.04,USD
11:17:17 AM,10047745,Sell_long,322,ABC US,28.5,USD
11:17:21 AM,10047745,Sell_short,210,ABC US,28.43,USD
11:17:32 AM,10047745,Sell_short,188,ABC US,28.11,USD
11:17:43 AM,10047745,Sell_short,337,ABC US,28.8,USD
11:18:07 AM,10047745,Buy,444,ABC US,28.08,USD
11:18:16 AM,10047745,Buy,491,ABC US,28.69,USD
11:18:26 AM,10047745,Buy,303,ABC US,28.81,USD
11:18:45 AM,10047745,Sell_long,240,ABC US,28.7,USD
11:18:47 AM,10047745,Buy,374,ABC US,28.08,USD
11:18:58 AM,10047745,Sell_long,146,ABC US,28.17,USD
11:19:03 AM,10047745,Sell_long,480,ABC US,28.81,USD
11:19:21 AM,10047745,Sell_long,107,ABC US,28.09,USD
11:19:31 AM,10047745,Sell_short,362,ABC US,28.36,USD
11:19:32 AM,10047745,Sell_short,102,ABC US,28.45,USD
11:20:21 AM,10047745,Buy,469,ABC US,28.17,USD
